artist,data-has-content,rank,song,year
Billie Jo Spears ,true ,26 ,I Will Survive,1979
Joe Stampley ,true ,27 ,I Don't Lie,1979
Loretta Lynn ,true ,28 ,I Can't Feel You Anymore,1979
Waylon Jennings ,true ,29 ,Amanda,1979
Jess Garron ,true ,30 ,Lo Que Sea (whatever May The Future Be),1979
Margo Smith ,true ,31 ,If I Give My Heart To You,1979
Christy Lane ,true ,32 ,Simple Little Words,1979
Stella Parton ,true ,33 ,Steady As The Rain,1979
David Houston ,true ,34 ,Faded Love And Winter Roses,1979
Big Al Downing ,true ,35 ,Touch Me (i'll Be Your Fool Once More),1979
Nick Noble ,true ,36 ,The Girl On The Other Side,1979
'Billy Crash Craddock' ,true ,37 ,My Mama Never Heard Me Sing,1979
Ronnie McDowell ,true ,38 ,World's Most Perfect Woman,1979
Reba McEntire ,true ,39 ,Runaway Heart,1979
Buck Owens With Emmylou Harris ,true ,40 ,Play Together Again Again,1979
Bobby Lewis ,true ,41 ,She's Been Keepin' Me Up Nights,1979
Mundo Earwood ,true ,42 ,My Heart Is Not My Own,1979
Narvel Felts ,true ,43 ,Moment By Moment,1979
Tommy Overstreet ,true ,44 ,I'll Never Let You Down,1979
Tom T. Hall ,true ,45 ,There Is A Miracle In You,1979
Hoyt Axton ,true ,46 ,Della And The Dealer,1979
Anne Murray ,true ,47 ,Shadows In The Moonlight,1979
Charly McClain ,true ,48 ,When A Love Ain't Right,1979
Johnny Cash ,true ,49 ,(ghost)riders In The Sky,1979
Bobby Borchers ,true ,50 ,I Just Wanna Feel The Magic,1979
Charlie Rich ,true ,51 ,Spanish Eyes,1979
Sammi Smith ,true ,52 ,What A Lie,1979
John Conlee ,true ,53 ,Backside Of Thirty,1979
Vern Gosdin ,true ,54 ,You've Got Somebody,i've Got Somebody,1979
Joe Sun ,true ,55 ,On Business For The King/blue Ribbon Blues,1979
Terri Hollowell ,true ,56 ,May I,1979
Lynn Anderson ,true ,57 ,Isn't It Always Love,1979
Arnie Rue ,true ,58 ,Spare A Little Lovin'(on A Fool),1979
Ronnie Milsap ,true ,1 ,My Heart/silent Night(after The Fight),1980
Don Williams ,true ,2 ,Good Ole' Boys Like Me,1980
Kenny Rogers ,true ,3 ,Don't Fall In Love With A Dreamer,1980
Christy Lane ,true ,4 ,One Day At A Time,1980
Jeanne Pruett ,true ,5 ,Temporarily Yours,1980
The Kendalls ,true ,6 ,I'm Already Blue,1980
The Oak Ridge Boys ,true ,7 ,Trying To Love Two Women,1980
Dolly Parton ,true ,8 ,Starting Over Again,1980
T.G. Sheppard ,true ,9 ,Smooth Sailin',1980
Anne Murray ,true ,10 ,Lucky Me,1980
George Jones ,true ,11 ,He Stopped Loving Her Today,1980
Jim Reeves And Deborah Allen ,true ,12 ,Take Me In Your Arms And Hold Me,1980
Moe Bandy &amp; Joe Stampley ,true ,13 ,Tell Ole I Ain't Here, He Better Get On Home,1980
Merle Haggard ,true ,14 ,The Way I Am,1980
Mel Tillis ,true ,15 ,Your Body Is An Outlaw,1980
Razzy Bailey ,true ,16 ,Too Old To Play Cowboy,1980
Willie Nelson ,true ,17 ,Midnight Rider,1980
Dave Rowland And Sugar ,true ,18 ,New York Wine And Tennessee Shine,1980
Tammy Wynette ,true ,19 ,He Was There(when I Need You),1980
Gene Watson ,true ,20 ,Bedroom Ballad,1980
Mickey Gilley ,true ,21 ,True Love Ways,1980
Lacy J. Dalton ,true ,22 ,Loosing Kind Of Love,1980
John Conlee ,true ,23 ,Friday Night Blues,1980
Charley Pride ,true ,24 ,You Win Again,1980
John Anderson ,true ,25 ,She Just Started Liking Cheating Songs,1980
Eddie Rabbitt ,true ,26 ,Gone Too Far,1980
Zella Lehr ,true ,27 ,Rodeo Eyes,1980
Sissy Spacek ,true ,28 ,Coal Miner's Daughter,1980
Moe Bandy ,true ,29 ,The Champ,1980
Mundo Earwood ,true ,30 ,You're In Love With The Wrong Man,1980
Crystal Gayle ,true ,31 ,The Blue Side,1980
Merle Haggard And Clint Eastwood ,true ,32 ,Bar Room Buddies,1980
Johnny Rodriguez ,true ,33 ,Love,look At Us Now,1980
Conway Twitty &amp; Loretta Lynn ,true ,34 ,It's True Love,1980
The Bellamy Brothers ,true ,35 ,Dancin' Cowboys,1980
Charly McClain ,true ,36 ,Let's Put Our Love In Motion,1980
Bobby Bare ,true ,37 ,Tequila Sheila,1980
Foxfire ,true ,38 ,I Can See Forever Loving You,1980
Hoyt Axton ,true ,39 ,Evangelina,1980
Sylvia (r&amp;b) ,true ,40 ,It Don't Hurt To Dream,1980
Ed Bruce ,true ,41 ,Diane,1980
Joe Sun ,true ,42 ,Shotgun Rider,1980
Juice Newton ,true ,43 ,You Fill My Life,1980
B.J. Wright ,true ,44 ,J.r.,1980
Hank Williams Jr. ,true ,45 ,Kaw-liga,1980
Bill Anderson ,true ,46 ,Make Mine Night Time,1980
Jim Ed Brown And Helen Cornelius ,true ,47 ,Morning Comes Too Early,1980
Alabama ,false ,48 ,Tennessee River,1980
Jacky Ward ,true ,49 ,Save Your Heart For Me,1980
Rex Allen Jr. ,true ,50 ,It's Over,1980
The Oak Ridge Boys ,true ,1 ,Elvira,1981
Razzy Bailey ,true ,2 ,Friends/Anywhere There's A Jukebox,1981
Dottie West w/ Kenny Rogers ,true ,3 ,What Are We Doin' In Love,1981
John Anderson ,true ,4 ,I'm Just An Old Chunk Of Coal,1981
Dolly Parton ,true ,5 ,But You Know I Love You,1981
Anne Murray ,true ,6 ,Blessed Are The Believers,1981
Rosanne Cash ,true ,7 ,Seven Year Ache,1981
Mel McDaniel ,true ,8 ,Louisiana Saturday Night,1981
Mel Tillis ,true ,9 ,A Million Old Goodbyes,1981
Johnny Cash ,true ,10 ,The Baron,1981
Lacy J. Dalton ,true ,11 ,Whisper,1981
Willie Nelson ,true ,12 ,Mona Lisa,1981
Reba McEntire ,true ,13 ,I Don't Think Love Ought To Be That Way,1981
Gail Davies ,true ,14 ,It's A Lovely, Lovely World,1981
Earl Thomas Conley ,true ,15 ,Fire And Smoke,1981
Elvis Presley ,true ,16 ,Lovin' Arms/You Asked Me To,1981
Steve Wariner ,true ,17 ,By Now,1981
Charly McClain ,true ,18 ,Surround Me With Love,1981
Billy Swan ,true ,19 ,Do I Have To Draw A Picture,1981
Barbara Mandrell ,true ,20 ,I Was Country When Country Wasn't Cool,1981
Sylvia (r&amp;b) ,true ,21 ,The Matador,1981
Moe Bandy ,true ,22 ,My Woman Loves The Devil Out Of Me,1981
Johnny Rodriguez ,true ,23 ,I Want You Tonight,1981
Ed Bruce ,true ,24 ,Evil Angel,1981
Randy Barlow ,true ,25 ,Love Dies Hard,1981
The Glaser Brothers ,true ,26 ,Lovin' Her Was Easier (Than Anything I'll Ever Do Again),1981
Tom Jones ,true ,27 ,Darlin',1981
Ray Price ,true ,28 ,Getting Over You Again,1981
The Burrito Brothers ,true ,29 ,Does She Wish She Was Single Again,1981
Alabama ,true ,30 ,Feels So Right,1981
Freddie Hart ,true ,31 ,You're Crazy Man,1981
B.J. Thomas ,true ,32 ,Some Love Songs Never Die,1981
Christy Lane ,true ,33 ,Love To Love You,1981
Sonny Curtis ,true ,34 ,Good Ol' Girls,1981
Wayne Kemp ,true ,35 ,Your Wife Is Cheatin' On Us Again,1981
Bobby Bare ,true ,36 ,Learning To Live Again,1981
Dave Rowland And Sugar ,true ,37 ,Fool By Your Side,1981
Jim Ed Brown And Helen Cornelius ,true ,38 ,Don't Bother To Knock,1981
Terry Gregory ,true ,39 ,Just Like Me,1981
Tanya Tucker ,true ,40 ,Love Knows We Tried,1981
Tom T. Hall ,true ,41 ,The All New Me,1981
Ricky Skaggs ,true ,42 ,Don't Get Above Your Raising,1981
T.G. Sheppard ,true ,43 ,I Loved 'em Every One,1981
Ronnie Milsap ,true ,44 ,Am I Losing You,1981
Moe Bandy &amp; Joe Stampley ,true ,45 ,Hey Joe (hey Moe),1981
Eddy Arnold ,true ,46 ,Bally Hoo Days,1981
Vern Gosdin ,true ,47 ,Dream Of Me,1981
Don King ,true ,48 ,I Still Miss Someone,1981
Johnny Russell ,true ,49 ,Here's To The Horses,1981
Edgel Groves ,true ,50 ,Footprints In The Sand,1981
Waylon &amp; Willie ,true ,1 ,Just To Satisfy You,1982
T.G. Sheppard ,true ,2 ,Finally,1982
The Statler Brothers ,true ,3 ,You'll Be Back (Every Night In My Dreams),1982
Mickey Gilley ,true ,4 ,Tears Of The Lonely,1982
The Bellamy Brothers ,true ,5 ,For All The Wrong Reasons,1982
Eddie Rabbitt ,true ,6 ,I Don't Know Where To Start,1982
Willie Nelson ,true ,7 ,Always On My Mind,1982
Don Williams ,true ,8 ,Listen To The Radio,1982
Gene Watson ,true ,9 ,Speak Softly You're Talking To My Heart,1982
Lee Greenwood ,true ,10 ,Ring On Her Finger, Time On Her Hands,1982
Tammy Wynette ,true ,11 ,Another Chance,1982
Mel McDaniel ,true ,12 ,Take Me To The Country,1982
Leon Everette ,true ,13 ,Just Give Me What You Think Is Fair,1982
Conway Twitty ,true ,14 ,Slow Hand,1982
Steve Wariner ,true ,15 ,Kansas City Lights,1982
Crystal Gayle ,true ,16 ,You Never Gave Up On Me,1982
Razzy Bailey ,true ,17 ,Everytime You Cross My Mind,1982
Barbara Mandrell ,true ,18 ,'til You're Gone,1982
Joe Stampley ,true ,19 ,I'm Goin' Hurtin',1982
Charley Pride ,true ,20 ,I Don't Think She's In Love Anymore,1982
Ronnie Milsap ,true ,21 ,Any Day Now,1982
Alabama ,true ,22 ,Mountain Music,1982
Ray Price ,true ,23 ,Forty And Fadin',1982
Ed Bruce ,true ,24 ,Love's Found You And Me,1982
Dolly Parton ,true ,25 ,Single Women,1982
John Anderson ,true ,26 ,Would You Catch A Falling Star,1982
Johnny Cash ,true ,27 ,The General Lee,1982
John Conlee ,true ,28 ,Busted,1982
Janie Fricke ,true ,29 ,Don't Worry 'bout Me Baby,1982
Terri Gibbs ,true ,30 ,Ashes To Ashes,1982
Johnny Lee ,true ,31 ,When You Fall In Love,1982
Lacy J. Dalton ,true ,32 ,Slow Down,1982
Merle Haggard ,true ,33 ,Are The Good Times Really Over ( I Wish A Buck Was Still Silver),1982
Billy Swan ,true ,34 ,With Their Kind Of Money And Our Kind Of Love,1982
Jerry Reed ,true ,35 ,The Man With The Golden Thumb,1982
The Osmonds ,true ,36 ,I Think About Your Lovin',1982
George Strait ,true ,37 ,If You're Thinking You Want A Stranger,1982
Alabama ,false ,38 ,Take Me Down,1982
Gary Morris ,true ,39 ,Don't Look Back,1982
The Burrito Brothers ,true ,40 ,Closer To You,1982
Eddy Raven ,true ,41 ,A Little Bit Crazy,1982
Wright Brothers ,true ,42 ,When You Find Her, Keep Her,1982
Gail Davies ,true ,43 ,Round The Clock Lovin',1982
Gary Stewart And Dean Dillon ,true ,44 ,Brotherly Love,1982
Ronnie McDowell ,true ,45 ,I Just Cut Myself,1982
Moe Bandy ,true ,46 ,Someday Soon,1982
Billy Parker ,true ,47 ,(who's Gonna Sing)the Last Country Song,1982
Jerry Lee Lewis ,true ,48 ,I'm So Lonesome I Could Cry,1982
Merle Haggard ,true ,49 ,Dealing With The Devil,1982
Stephanie Winslow ,true ,50 ,Slippin' And Slidin',1982
Merle Haggard ,true ,1 ,You Take Me For Granted,1983
Waylon Jennings ,true ,2 ,Lucille (you Won't Do Your Daddy's Will),1983
Crystal Gayle ,true ,3 ,Our Love Is On The Faultline,1983
Gene Watson With The Farewell Party Band ,true ,4 ,You're Out Doing What I'm Here Doing Without,1983
Eddie Rabbitt ,true ,5 ,You Can't Run From Love,1983
Emmylou Harris ,true ,6 ,I'm Movin' On,1983
David Allan Coe ,true ,7 ,The Ride,1983
Ronnie Milsap ,true ,8 ,Stranger In My House,1983
Mickey Gilley ,true ,9 ,Fool For Your Love,1983
Johnny Rodriguez ,true ,10 ,Foolin',1983
Mel Tillis ,true ,11 ,In The Middle Of The Night,1983
Leon Everette ,true ,12 ,My Lady Loves Me (just As I Am),1983
John Conlee ,true ,13 ,Common Man,1983
Michael Martin Murphey ,true ,14 ,Love Affairs,1983
T.G. Sheppard ,true ,15 ,Without You,1983
Don Williams ,true ,16 ,Love Is On A Roll,1983
Gail Davies ,true ,17 ,Singing The Blues,1983
Lee Greenwood ,true ,18 ,I.o.u.,1983
The Statler Brothers ,true ,19 ,Oh Baby Mine (i Get So Lonely),1983
Barbara Mandrell ,true ,20 ,In Times Like These,1983
Ricky Skaggs ,true ,21 ,Highway 40 Blues,1983
B.J. Thomas ,true ,22 ,Whatever Happened To Old Fashioned Love,1983
Gary Morris ,true ,23 ,The Love She Found In Me,1983
Charly McClain ,true ,24 ,Fly Into Love,1983
Willie Nelson / Merle Haggard ,true ,25 ,Poncho And Lefty,1983
Willie Nelson ,true ,26 ,Little Old Fashioned Karma,1983
Mel McDaniel ,true ,27 ,Old Man River (i've Come To Talk Again),1983
Jim Glaser ,true ,28 ,You Got Me Running,1983
Alabama ,true ,29 ,The Closer You Get,1983
Kenny Rogers ,true ,30 ,All My Life,1983
Sylvia (r&amp;b) ,true ,31 ,Snapshot,1983
Shelly West ,true ,32 ,Jose Cuervo,1983
George Jones ,true ,33 ,I Always Get Lucky With You,1983
Rosanne Cash ,true ,34 ,It Hasn't Happened Yet,1983
Charley Pride ,true ,35 ,More &amp; More,1983
The Whites ,true ,36 ,I Wonder Who's Holding My Baby Tonight,1983
Louise Mandrell ,true ,37 ,Save Me,1983
Razzy Bailey ,true ,38 ,After The Great Depression,1983
Tom Jones ,true ,39 ,Touch Me (i'll Be Your Fool Once More),1983
Earl Thomas Conley ,true ,40 ,Your Love's On The Line,1983
Ray Charles ,true ,41 ,3/4 Time,1983
Lynn Anderson ,true ,42 ,You Can't Lose What You Never Had,1983
Dolly Parton ,true ,43 ,Potential New Boyfriend,1983
Dan Seals ,true ,44 ,Everybody's Dream Girl,1983
Tanya Tucker ,true ,45 ,Changes,1983
Con Hunley ,true ,46 ,Once You Get The Feel Of It,1983
Vern Gosdin ,true ,47 ,If You're Gonna Do Me Wrong (do It Right),1983
Kieran Kane ,true ,48 ,It's You,1983
Steve Wariner ,true ,49 ,Don't Your Mem'ry Ever Sleep At Night,1983
Ed Bruce ,true ,50 ,You're Not Leavin' Here Tonight,1983
John Conlee ,true ,1 ,As Long As I'm Rockin' With You,1984
Ricky Skaggs ,true ,2 ,Honey (Open That Door),1984
Julio Iglesias &amp; Willie Nelson ,true ,3 ,To All The Girls I've Loved Before,1984
Merle Haggard ,true ,4 ,Someday When Things Are Good,1984
Crystal Gayle ,true ,5 ,I Don't Wanna Lose Your Love,1984
David Allan Coe ,true ,6 ,Mona Lisa Lost Her Smile,1984
Eddy Raven ,true ,7 ,I Got Mexico,1984
Reba McEntire ,true ,8 ,Just A Little Love,1984
Larry Gatlin &amp; The Gatlin Brothers ,true ,9 ,Denver,1984
Vern Gosdin ,true ,10 ,I Can Tell By The Way You Dance (You're Gonna Love Me Tonigh,1984
Emmylou Harris ,true ,11 ,In My Dreams,1984
George Jones ,true ,12 ,You've Still Got A Place In My Heart,1984
Alabama ,true ,13 ,When We Make Love,1984
Louise Mandrell ,true ,14 ,I'm Not Through Loving You Yet,1984
Gene Watson ,true ,15 ,Forever Again,1984
Conway Twitty ,true ,16 ,Somebody's Needin' Somebody,1984
Exile ,true ,17 ,I Don't Wanna Be A Memory,1984
Steve Wariner ,true ,18 ,Why Goodbye,1984
Kenny Rogers And Dottie West ,true ,19 ,Together Again,1984
Waylon Jennings ,true ,20 ,I May Be Used (but Baby I Ain't Used Up),1984
Gary Morris ,true ,21 ,Between Two Fires,1984
Ronnie McDowell ,true ,22 ,I Dream Of Women Like You,1984
Charly McClain ,true ,23 ,Band Of Gold,1984
The Oak Ridge Boys ,true ,24 ,I Guess It Never Hurts To Hurt Sometimes,1984
Sylvia (r&amp;b) ,true ,25 ,Victims Of Goodbye,1984
B.J. Thomas ,true ,26 ,The Whole World's In Love When You're Lonely,1984
The Statler Brothers ,true ,27 ,Atlanta Blue,1984
Anne Murray ,true ,28 ,Just Another Woman In Love,1984
Bill Medley ,true ,29 ,I Still Do,1984
Kenny Rogers ,true ,30 ,Eyes That See In The Dark,1984
Earl Thomas Conley ,true ,31 ,Angel In Disguise,1984
Bandana ,true ,32 ,Better Our Hearts Should Bend (than Break),1984
Dan Seals ,true ,34 ,God Must Be A Cowboy,1984
The Judds ,true ,35 ,Mama He's Crazy,1984
Hank Williams Jr. ,true ,36 ,Man Of Steel,1984
Eddie Rabbitt ,true ,37 ,B-B-B-Burnin' Up With Love,1984
Mel Tillis ,true ,38 ,New Patches,1984
Tom Jones ,true ,39 ,This Time,1984
Janie Fricke ,true ,40 ,If The Fall Don't Get You,1984
Mickey Gilley &amp; Charly McClain ,true ,41 ,Candy Man,1984
Don Williams ,true ,42 ,That's The Thing About Love,1984
Ronnie Milsap ,true ,43 ,Still Losing You,1984
John Anderson ,true ,44 ,I Wish I Could Write You A Song,1984
Joe Stampley &amp; Jessica Boucher ,true ,45 ,Memory Lane,1984
Karen Brooks ,true ,46 ,Born To Love You,1984
Atlanta ,true ,47 ,Sweet Country Music,1984
Barbara Mandrell ,true ,48 ,Happy Birthday Dear Heartache,1984
Michael Martin Murphey ,true ,49 ,Disenchanted,1984
The Whites ,true ,50 ,Forever You,1984
Mason Dixon ,true ,51 ,I Never Had A Chance With You,1984
Charly McClain ,true ,1 ,Radio Heart,1985
Sylvia (r&amp;b) ,true ,2 ,Fallin' In Love,1985
Conway Twitty ,true ,3 ,Don't Call Him A Cowboy,1985
Merle Haggard ,true ,4 ,Natural High,1985
Ricky Skaggs ,true ,5 ,Country Boy,1985
Ronnie McDowell ,true ,6 ,In A New York Minute,1985
The Oak Ridge Boys ,true ,7 ,Little Things,1985
Barbara Mandrell ,true ,8 ,There's No Love In Tennessee,1985
Mark Gray &amp; Tammy Wynette ,true ,9 ,Sometimes When We Touch,1985
Ronnie Milsap ,true ,10 ,She Keeps The Home Fires Burning,1985
Crystal Gayle ,true ,11 ,Nobody Wants To Be Alone,1985
Mel McDaniel ,true ,12 ,Let It Roll (Let It Rock),1985
John Conlee ,true ,13 ,Working Man,1985
Exile ,true ,14 ,She's A Miracle,1985
Emmylou Harris ,true ,15 ,White Line,1985
Dan Seals ,true ,16 ,My Old Yellow Car,1985
Willie Nelson ,true ,17 ,Forgiving You Was Easy,1985
Sawyer Brown ,true ,18 ,Step That Step,1985
Ed Bruce ,true ,19 ,When Givin' Up Was Easy,1985
Eddie Rabbitt ,true ,20 ,Warning Sign,1985
Lee Greenwood ,true ,21 ,Dixie Road,1985
Steve Wariner ,true ,22 ,Heart Trouble,1985
The Statler Brothers ,true ,23 ,Hello Mary Lou,1985
Louise Mandrell ,true ,24 ,Maybe My Baby,1985
The Whites ,true ,25 ,If It Ain't Love (Let's Leave It Alone),1985
Eddy Raven ,true ,26 ,Operator,Operator,1985
T.G. Sheppard ,true ,27 ,You're Going Out Of My Mind,1985
Earl Thomas Conley ,true ,28 ,Love Don't Care (Whose Heart It Breaks),1985
Charley Pride ,true ,29 ,Down On The Farm,1985
John Schneider ,true ,30 ,It's A Short Walk From Heaven To Hell,1985
David Allan Coe ,true ,31 ,Don't Cry Darlin',1985
Reba McEntire ,true ,32 ,Somebody Should Leave,1985
The Bellamy Brothers ,true ,33 ,Old Hippie,1985
George Jones And Lacy J. Dalton ,true ,34 ,Size Seven Round (Made Of Gold),1985
Ray Charles ,true ,35 ,It Ain't Gonna Worry My Mind,1985
John Anderson ,true ,36 ,It's All Over Now,1985
Alabama ,true ,37 ,40 Hour Week (For A Livin'),1985
Gary Morris ,true ,38 ,Lasso The Moon,1985
Kenny Rogers ,true ,39 ,Love Is What We Make It,1985
Hank Williams Jr. ,true ,40 ,I'm For Love,1985
Alabama ,true ,41 ,There's No Way,1985
Highwaymen ,true ,42 ,Highwayman,1985
Dolly Parton ,true ,43 ,Don't Call It Love,1985
Chance ,true ,44 ,To Be Lovers,1985
Vern Gosdin ,true ,45 ,Dim Lights, Thick Smoke (And Loud Loud Music),1985
Johnny Lee ,true ,46 ,Save The Last Chance,1985
Jimmy Buffett ,true ,47 ,Who's The Blond Stranger?,1985
The Judds ,true ,48 ,Girls Night Out,1985
Anne Murray ,true ,49 ,I Don't Think I'm Ready For You,1985
Dolly Parton (Duet With Kenny Rogers) ,false ,50 ,Real Love,1985
Reba McEntire ,true ,1 ,Whoever's In New England,1986
Ronnie Milsap ,true ,2 ,Happy, Happy Birthday Baby,1986
Steve Wariner ,true ,3 ,Life's Highway,1986
The Forester Sisters ,true ,4 ,Mama's Never Seen Those Eyes,1986
Dwight Yoakam ,true ,5 ,Honky Tonk Man,1986
Kenny Rogers ,true ,6 ,Tomb Of The Unknown Love,1986
Eddie Rabbitt ,true ,7 ,Repetitive Regret,1986
Willie Nelson ,true ,8 ,Living In The Promiseland,1986
Tanya Tucker ,true ,9 ,One Love At A Time,1986
Dan Seals ,true ,10 ,Everything That Glitters (Is Not Gold),1986
Restless Heart ,true ,11 ,Til I Loved You,1986
Marie Osmond ,true ,12 ,Read My Lips,1986
The Charlie Daniels Band ,true ,13 ,Drinkin' My Baby Good-Bye,1986
Juice Newton ,true ,14 ,Old Flame,1986
Lee Greenwood ,true ,15 ,Hearts Aren't Made To Break (They're Made To Love),1986
Exile ,true ,16 ,Super Love,1986
Rosanne Cash ,true ,17 ,Hold On,1986
Judy Rodman ,true ,18 ,Until I Met You,1986
Charly McClain/Wayne Massey ,true ,19 ,When It's Down To Me And You,1986
Ed Bruce ,true ,20 ,Nights,1986
Southern Pacific ,true ,21 ,Reno Bound,1986
Nitty Gritty Dirt Band ,true ,22 ,Partners, Brothers &amp; Friends,1986
Kathy Mattea ,true ,23 ,Love At The Five And Dime,1986
Randy Travis ,true ,24 ,On The Other Hand,1986
T. Graham Brown ,true ,25 ,I Wish That I Could Hurt That Way Again,1986
Hank Williams Jr. ,true ,26 ,Ain't Misbehavin',1986
Mark Gray ,true ,27 ,Back When Love Was Enough,1986
Sweethearts Of The Rodeo ,true ,28 ,Hey Doll Baby,1986
George Jones ,true ,29 ,Somebody Wants Me Out Of The Way,1986
Dolly Parton ,true ,30 ,Tie Our Love (In A Double Knot),1986
Ronnie McDowell ,true ,31 ,All Tied Up,1986
Michael Johnson ,true ,32 ,Gotta Learn To Love Without You,1986
John Schneider ,true ,33 ,You're The Last Thing I Needed Tonight,1986
The Judds ,true ,34 ,Grandpa (Tell Me 'bout The Good Old Days),1986
George Strait ,true ,35 ,Nobody In His Right Mind Would've Left Her,1986
Sawyer Brown ,true ,36 ,Shakin',1986
The Everly Brothers ,true ,37 ,Born Yesterday,1986
Glen Campbell ,true ,38 ,Cowpoke,1986
John Conlee ,true ,39 ,Harmony,1986
Pake McEntire ,true ,40 ,Savin' My Love For You,1986
The Judds ,true ,41 ,Rockin' With The Rhythm Of The Rain,1986
Tom Wopat ,true ,42 ,True Love (Never Did Run Smooth),1986
Emmylou Harris ,true ,43 ,Today I Started Loving You Again,1986
T.G. Sheppard ,true ,44 ,Strong Heart,1986
Billy Swan ,true ,45 ,You Must Be Lookin' For Me,1986
Jim Glaser ,true ,46 ,The Lights Of Albuquerque,1986
Waylon Jennings ,true ,47 ,Will The Wolf Survive,1986
The Statler Brothers ,true ,48 ,Count On Me,1986
Gary Morris ,true ,49 ,Anything Goes,1986
Billy Joe Royal ,true ,50 ,Boardwalk Angel,1986
The Oak Ridge Boys ,true ,1 ,It Takes A Little Rain,1987
Conway Twitty ,true ,2 ,Julia,1987
Dan Seals ,true ,3 ,I Will Be There,1987
John Conlee ,true ,4 ,Domestic Life,1987
The Forester Sisters ,true ,5 ,Too Many Rivers,1987
Nitty Gritty Dirt Band ,true ,6 ,Baby's Got A Hold On Me,1987
Moe Bandy ,true ,7 ,Til' I'm Too Old To Die Young,1987
Randy Travis ,true ,8 ,Forever And Ever, Amen,1987
T.G. Sheppard ,true ,9 ,You're My First Lady,1987
Eddy Raven ,true ,10 ,You're Never Too Old For Young Love,1987
Keith Whitley ,true ,11 ,Hard Livin',1987
Sweethearts Of The Rodeo ,true ,12 ,Chains Of Gold,1987
Earl Thomas Conley ,true ,13 ,That Was A Close One,1987
Dwight Yoakam ,true ,14 ,Little Sister,1987
Tanya Tucker ,true ,15 ,It's Only Over For You,1987
Charley Pride ,true ,16 ,Have I Got Some Blues For You,1987
George Strait ,true ,17 ,All My Ex's Live In Texas,1987
John Schneider ,true ,18 ,Love You Ain't Seen The Last Of Me,1987
The O'Kanes ,true ,19 ,Can't Stop My Heart From Loving You,1987
Mickey Gilley ,true ,20 ,Full Grown Fool,1987
Crystal Gayle And Gary Morris ,true ,21 ,Another World,1987
Steve Wariner ,true ,22 ,The Weekend,1987
The Judds ,true ,23 ,I Know Where I'm Going,1987
Marie Osmond ,true ,24 ,Everybody's Crazy 'bout My Baby,1987
Ricky Van Shelton ,true ,25 ,Crime Of Passion,1987
The Desert Rose Band ,true ,26 ,Ashes Of Love,1987
Schuyler, Knobloch And Bickhardt ,true ,27 ,American Me,1987
Holly Dunn ,true ,28 ,Love Someone Like Me,1987
Baillie And The Boys ,true ,29 ,Oh Heart,1987
Ricky Skaggs &amp; Sharon White ,true ,30 ,Love Can't Ever Get Better Than This,1987
Charly McClain ,true ,31 ,Don't Touch Me There,1987
Judy Rodman ,true ,32 ,Girls Ride Horses Too,1987
K.T. Oslin ,true ,33 ,80's Ladies,1987
Lee Greenwood ,true ,34 ,Someone,1987
Ronnie Milsap ,true ,35 ,Snap Your Fingers,1987
The Bellamy Brothers ,true ,36 ,Country Rap,1987
Vince Gill ,true ,37 ,Cinderella,1987
Dolly Parton, Linda Ronstadt, Emmylou Harris ,true ,38 ,To Know Him Is To Love Him,1987
Larry Gatlin &amp; Janie Frickie ,true ,39 ,From Time To Time (It Feels Like Love Again),1987
Reba McEntire ,true ,40 ,One Promise Too Late,1987
Mason Dixon ,true ,41 ,3935 West End Avenue,1987
Anne Murray ,true ,42 ,Are You Still In Love With Me,1987
Ray Stevens ,true ,43 ,Would Jesus Wear A Rolex,1987
Waylon Jennings ,true ,44 ,Fallin' Out,1987
Gary Morris ,true ,45 ,Plain Brown Wrapper,1987
John Wesley Ryles ,true ,46 ,Midnight Blue,1987
Michael Johnson ,true ,47 ,The Moon Is Still Over Her Shoulder,1987
Southern Pacific ,true ,48 ,Don't Let Go Of My Heart,1987
Highway 101 ,true ,49 ,Whiskey, If You Were A Woman,1987
George Jones ,true ,50 ,I Turn To You,1987
Kathy Mattea ,true ,1 ,Eighteen Wheels And A Dozen Roses,1988
Ronnie Milsap &amp; Mike Reid ,true ,2 ,Old Folks,1988
Earl Thomas Conley ,true ,3 ,What She Is (Is A Woman In Love),1988
Randy Travis ,true ,4 ,I Told You So,1988
The Oak Ridge Boys ,true ,5 ,True Heart,1988
The O'Kanes ,true ,6 ,One True Love,1988
Jo-El Sonnier ,true ,7 ,No More One More Time,1988
The Desert Rose Band ,true ,8 ,He's Back And I'm Blue,1988
Tanya Tucker ,true ,9 ,If It Don't Come Easy,1988
Don Williams ,true ,10 ,Another Place, Another Time,1988
Merle Haggard ,true ,11 ,Chill Factor,1988
Dolly Parton, Linda Ronstadt, Emmylou Harris ,true ,12 ,Wildflowers,1988
Larry, Steve, Rudy: The Gatlin Brothers ,true ,13 ,Love Of A Lifetime,1988
Billy Joe Royal ,true ,14 ,Out Of Sight And On My Mind,1988
Sweethearts Of The Rodeo ,true ,15 ,Satisfy You,1988
Rosanne Cash ,true ,16 ,If You Change Your Mind,1988
Alabama ,true ,17 ,Fallin' Again,1988
Vern Gosdin ,true ,18 ,Set 'Em Up Joe,1988
Steve Wariner ,true ,19 ,Baby I'm Yours,1988
