artist,data-has-content,rank,song,year
Sammy Kershaw ,true ,40 ,Fit To Be Tied Down,1997
Michael Peterson ,true ,41 ,Drink, Swear, Steal &amp; Lie,1997
The Buffalo Club ,true ,42 ,If She Don't Love You,1997
Ricochet ,true ,43 ,He Left A Lot To Be Desired,1997
Tracy Byrd ,true ,44 ,Don't Love Make A Diamond Shine,1997
Lee Roy Parnell ,true ,45 ,Lucky Me, Lucky You,1997
Gary Allan ,true ,46 ,From Where I'm Sitting,1997
Kathy Mattea ,true ,47 ,455 Rocket,1997
George Strait ,true ,48 ,Carrying Your Love With Me,1997
John &amp; Audrey Wiggins ,true ,49 ,Somewhere In Love,1997
Bill Engvall With Special Guest Travis Tritt ,true ,50 ,Here's Your Sign (Get The Picture),1997
Faith Hill ,true ,1 ,This Kiss,1998
Steve Wariner ,true ,2 ,Holes In The Floor Of Heaven,1998
Tracy Byrd ,true ,3 ,I'm From The Country,1998
George Strait ,true ,4 ,I Just Want To Dance With You,1998
Tim McGraw ,true ,5 ,One Of These Days,1998
Randy Travis ,true ,6 ,Out Of My Bones,1998
Mark Wills ,true ,7 ,I Do [Cherish You],1998
Reba/Brooks &amp; Dunn ,true ,8 ,If You See Him/If You See Her,1998
LeAnn Rimes ,true ,9 ,Commitment,1998
Garth Brooks ,true ,10 ,Two Pina Coladas,1998
Kenny Chesney ,true ,11 ,That's Why I'm Here,1998
Clint Black ,true ,12 ,The Shoes You're Wearing,1998
Jo Dee Messina ,true ,13 ,Bye Bye,1998
Gary Allan ,true ,14 ,It Would Be You,1998
Lonestar ,true ,15 ,Say When,1998
Michael Peterson ,true ,16 ,Too Good To Be True,1998
Toby Keith ,true ,17 ,Dream Walkin',1998
Shania Twain ,true ,18 ,You're Still The One,1998
Terri Clark ,true ,19 ,Now That I Found You,1998
Mark Chesnutt ,true ,20 ,I Might Even Quit Lovin' You,1998
Ty Herndon ,true ,21 ,A Man Holdin' On (To A Woman Lettin' Go),1998
Sammy Kershaw ,true ,22 ,Matches,1998
Joe Diffie ,true ,23 ,Texas Size Heartache,1998
Collin Raye ,true ,24 ,I Can Still Feel You,1998
Dixie Chicks ,true ,25 ,There's Your Trouble,1998
Clay Walker ,true ,26 ,Then What?,1998
Keith Harling ,true ,27 ,Papa Bear,1998
Trisha Yearwood ,true ,28 ,There Goes My Baby,1998
Clint Black ,true ,29 ,Nothin' But The Taillights,1998
Trisha Yearwood ,true ,30 ,Perfect Love,1998
Shania Twain ,true ,31 ,From This Moment On,1998
Lee Ann Womack ,true ,32 ,Buckaroo,1998
Garth Brooks ,true ,33 ,To Make You Feel My Love,1998
Martina McBride ,true ,34 ,Happy Girl,1998
John Michael Montgomery ,true ,35 ,Love Working On You,1998
Bryan White ,true ,36 ,Bad Day To Let You Go,1998
Hal Ketchum ,true ,37 ,I Saw The Light,1998
Patty Loveless ,true ,38 ,To Have You Back Again,1998
Chely Wright ,true ,39 ,I Already Do,1998
Pam Tillis ,true ,40 ,I Said A Prayer,1998
Trace Adkins ,true ,41 ,Big Time,1998
Dwight Yoakam ,true ,42 ,Things Change,1998
Suzy Bogguss ,true ,43 ,Somebody To Love,1998
Lari White ,true ,44 ,Stepping Stone,1998
Wynonna ,true ,45 ,Always Will,1998
Clay Walker ,true ,46 ,Ordinary People,1998
Trace Adkins ,true ,47 ,Lonely Won't Leave Me Alone,1998
Restless Heart ,true ,48 ,No End To This Road,1998
Daryle Singletary ,true ,49 ,That's Where You're Wrong,1998
Wade Hayes ,true ,50 ,When The Wrong One Loves You Right,1998
Tim McGraw ,true ,1 ,Please Remember Me,1999
Andy Griggs ,true ,2 ,You Won't Ever Be Lonely,1999
Steve Wariner ,true ,3 ,Two Teardrops,1999
George Strait ,true ,4 ,Write This Down,1999
Shania Twain ,true ,5 ,Man! I Feel Like A Woman!,1999
Collin Raye ,true ,6 ,Anyone Else,1999
Mark Wills ,true ,7 ,Wish You Were Here,1999
Ty Herndon ,true ,8 ,Hands Of A Working Man,1999
Martina McBride ,true ,9 ,Whatever You Say,1999
Kenny Chesney ,true ,10 ,How Forever Feels,1999
Alan Jackson ,true ,11 ,Gone Crazy,1999
Dixie Chicks ,true ,12 ,Tonight The Heartache's On Me,1999
Lila McCann ,true ,13 ,With You,1999
Montgomery Gentry ,true ,14 ,Hillbilly Shoes,1999
Lee Ann Womack ,true ,15 ,I'll Think Of A Reason Later,1999
Randy Travis ,true ,16 ,Stranger In My Mirror,1999
Reba ,true ,17 ,One Honest Heart,1999
Sammy Kershaw &amp; Lorrie Morgan ,true ,18 ,Maybe Not Tonight,1999
John Michael Montgomery ,true ,19 ,Hello L.O.V.E.,1999
Alabama Featuring 'N Sync ,true ,20 ,God Must Have Spent A Little More Time On You,1999
Joe Diffie ,true ,21 ,A Night To Remember,1999
Clay Walker ,true ,22 ,She's Always Right,1999
Lonestar ,true ,23 ,Amazed,1999
Jo Dee Messina ,true ,24 ,Lesson In Leavin',1999
Dixie Chicks ,true ,25 ,You Were Mine,1999
SHeDAISY ,true ,26 ,Little Good-byes,1999
Terri Clark ,true ,27 ,Everytime I Cry,1999
Chely Wright ,true ,28 ,Single White Female,1999
Shane Minor ,true ,29 ,Slave To The Habit,1999
Jessica Andrews ,true ,30 ,I Will Be There For You,1999
Brad Paisley ,true ,31 ,Who Needs Pictures,1999
Kenny Rogers ,true ,32 ,The Greatest,1999
Dwight Yoakam ,true ,33 ,Crazy Little Thing Called Love,1999
Aaron Tippin ,true ,34 ,I'm Leaving,1999
Kenny Chesney ,true ,35 ,You Had Me From Hello,1999
BlackHawk ,true ,36 ,Your Own Little Corner Of My Heart,1999
Mark Chesnutt ,true ,37 ,This Heartache Never Sleeps,1999
Deana Carter ,true ,38 ,Angels Working Overtime,1999
Faith Hill ,true ,39 ,The Secret Of Life,1999
Brooks &amp; Dunn ,true ,40 ,I Can't Get Over You,1999
Trisha Yearwood ,true ,41 ,I'll Still Love You More,1999
Sara Evans ,true ,42 ,Fool, I'm A Woman,1999
Patty Loveless ,true ,43 ,Can't Get Enough,1999
Diamond Rio ,true ,44 ,I Know How The River Feels,1999
Brooks &amp; Dunn ,true ,45 ,South Of Santa Fe,1999
Mary Chapin Carpenter ,true ,46 ,Almost Home,1999
Faith Hill ,true ,47 ,Love Ain't Like That,1999
Doug Stone ,true ,48 ,Make Up In Love,1999
Billy Ray Cyrus ,true ,49 ,Give My Heart To You,1999
Ricochet ,true ,50 ,Seven Bridges Road,1999
Faith Hill ,true ,1 ,The Way You Love Me,2000
Andy Griggs ,true ,2 ,She's More,2000
Clay Walker ,true ,3 ,The Chain Of Love,2000
Chad Brock ,true ,4 ,Yes!,2000
Kenny Rogers With Alison Krauss &amp; Billy Dean ,true ,5 ,Buy Me A Rose,2000
George Strait ,true ,6 ,The Best Day,2000
Collin Raye ,true ,7 ,Couldn't Last A Moment,2000
Toby Keith ,true ,8 ,How Do You Like Me Now?!,2000
Kenny Chesney ,true ,9 ,What I Need To Do,2000
Clay Davidson ,true ,10 ,Unconditional,2000
Clint Black With Steve Wariner ,true ,11 ,Been There,2000
Phil Vassar ,true ,12 ,Carlene,2000
Lee Ann Womack With Sons Of The Desert ,true ,13 ,I Hope You Dance,2000
Trace Adkins ,true ,14 ,More,2000
Tim McGraw ,true ,15 ,Some Things Never Change,2000
Reba McEntire ,true ,16 ,I'll Be,2000
Yankee Grey ,true ,17 ,Another Nine Minutes,2000
Rascal Flatts ,true ,18 ,Prayin' For Daylight,2000
Brad Paisley ,true ,19 ,Me Neither,2000
Martina McBride ,true ,20 ,Love's The Only House,2000
Eric Heatherly ,true ,21 ,Flowers On The Wall,2000
Lonestar ,true ,22 ,What About Now,2000
Dixie Chicks ,true ,23 ,Cowboy Take Me Away,2000
Keith Urban ,true ,24 ,Your Everything,2000
Tim McGraw ,true ,25 ,My Best Friend,2000
The Judds ,true ,26 ,Stuck In Love,2000
Brooks &amp; Dunn ,true ,27 ,You'll Always Be Loved By Me,2000
Alan Jackson ,true ,28 ,It Must Be Love,2000
Joe Diffie ,true ,29 ,It's Always Somethin',2000
SHeDAISY ,true ,30 ,I Will...But,2000
Ty Herndon ,true ,31 ,No Mercy,2000
Steve Wariner ,true ,32 ,Faith In You,2000
Dixie Chicks ,true ,33 ,Cold Day In July,2000
LeAnn Rimes ,true ,34 ,I Need You,2000
Mark Wills ,true ,35 ,Almost Doesn't Count,2000
Darryl Worley ,true ,36 ,When You Need My Love,2000
Jo Dee Messina ,true ,37 ,That's The Way,2000
Garth Brooks ,true ,38 ,When You Come Back To Me Again,2000
Craig Morgan ,true ,39 ,Something To Write Home About,2000
The Warren Brothers Featuring Sara Evans ,true ,40 ,That's The Beat Of A Heart,2000
Montgomery Gentry ,true ,41 ,Self Made Man,2000
Steve Holy ,true ,42 ,Blue Moon,2000
Gary Allan ,true ,43 ,Lovin' You Against My Will,2000
Neal McCoy ,true ,44 ,Forever Works For Me (Monday, Tuesday, Wednesday, Thursday),2000
Trisha Yearwood ,true ,45 ,Real Live Woman,2000
BlackHawk ,true ,46 ,I Need You All The Time,2000
The Kinleys ,true ,47 ,She Ain't The Girl For You,2000
Ricochet ,true ,48 ,Do I Love You Enough,2000
Tracy Byrd ,true ,49 ,Love, You Ain't Seen The Last Of Me,2000
Sons Of The Desert ,true ,50 ,Change,2000
Brooks &amp; Dunn ,true ,1 ,Ain't Nothing 'Bout You,2001
Tim McGraw ,true ,2 ,Grown Men Don't Cry,2001
Kenny Chesney ,true ,3 ,Don't Happen Twice,2001
Dixie Chicks ,true ,4 ,If I Fall You're Going Down With Me,2001
Travis Tritt ,true ,5 ,It's A Great Day To Be Alive,2001
Gary Allan ,true ,6 ,Right Where I Need To Be,2001
Lonestar ,true ,7 ,I'm Already There,2001
Mark McGuinn ,true ,8 ,Mrs. Steven Rudy,2001
Sara Evans ,true ,9 ,I Could Not Ask For More,2001
George Strait ,true ,10 ,If You Can Do Anything Else,2001
Alan Jackson ,true ,11 ,When Somebody Loves You,2001
Jessica Andrews ,true ,12 ,Who I Am,2001
Montgomery Gentry ,true ,13 ,She Couldn't Change Me,2001
Brad Paisley ,true ,14 ,Two People Fell In Love,2001
Diamond Rio ,true ,15 ,One More Day,2001
Toby Keith ,true ,16 ,You Shouldn't Kiss Me Like This,2001
Jo Dee Messina ,true ,17 ,Downtime,2001
Aaron Tippin ,true ,18 ,People Like Us,2001
Jamie O'Neal ,true ,19 ,When I Think About Angels,2001
LeAnn Rimes ,true ,20 ,But I Do Love You,2001
Clay Davidson ,true ,21 ,Sometimes,2001
Chris Cagle ,true ,22 ,Laredo,2001
Rascal Flatts ,true ,23 ,While You Loved Me,2001
Keith Urban ,true ,24 ,Where The Blacktop Ends,2001
Faith Hill ,true ,25 ,If My Heart Had Wings,2001
Tracy Byrd Duet With Mark Chesnutt ,true ,26 ,A Good Way To Get On My Bad Side,2001
Darryl Worley ,true ,27 ,Second Wind,2001
Terri Clark ,true ,28 ,No Fear,2001
Kenny Rogers ,true ,29 ,There You Go Again,2001
Lee Ann Womack ,true ,30 ,Why They Call It Falling,2001
Trisha Yearwood ,true ,31 ,I Would've Loved You Anyway,2001
Blake Shelton ,true ,32 ,Austin,2001
Phil Vassar ,true ,33 ,Rose Bouquet,2001
Cyndi Thomson ,true ,34 ,What I Really Meant To Say,2001
Sons Of The Desert ,true ,35 ,What I Did Right,2001
Tammy Cochran ,true ,36 ,Angels In Waiting,2001
Faith Hill ,true ,37 ,There You'll Be,2001
Charlie Robison ,true ,38 ,I Want You Bad,2001
Carolyn Dawn Johnson ,true ,39 ,So Complicated,2001
SHeDAISY ,true ,40 ,Still Holding Out For You,2001
Toby Keith ,true ,41 ,I'm Just Talkin' About Tonight,2001
Mark Wills ,true ,42 ,Loving Every Minute,2001
Diamond Rio ,true ,43 ,Sweet Summer,2001
Trick Pony ,true ,44 ,On A Night Like This,2001
Tracy Lawrence ,true ,45 ,Unforgiven,2001
Lila McCann ,true ,46 ,Come A Little Closer,2001
Patty Loveless ,true ,47 ,The Last Thing On My Mind,2001
Alabama ,true ,48 ,Will You Marry Me,2001
3 Of Hearts ,true ,49 ,Love Is Enough,2001
Andy Griggs ,true ,50 ,How Cool Is That,2001
Alan Jackson ,true ,1 ,Drive (For Daddy Gene),2002
Tommy Shane Steiner ,true ,2 ,What If She's An Angel,2002
Steve Azar ,true ,3 ,I Don't Have To Be Me ('til Monday),2002
George Strait ,true ,4 ,Living And Living Well,2002
Toby Keith ,true ,5 ,My List,2002
Emerson Drive ,true ,6 ,I Should Be Sleeping,2002
Brad Paisley ,true ,7 ,I'm Gonna Miss Her (The Fishin' Song),2002
Travis Tritt ,true ,8 ,Modern Day Bonnie And Clyde,2002
Carolyn Dawn Johnson ,true ,9 ,I Don't Want You To Go,2002
Lonestar ,true ,10 ,Not A Day Goes By,2002
Phil Vassar ,true ,11 ,That's When I Love You,2002
Gary Allan ,true ,12 ,The One,2002
Kenny Chesney ,true ,13 ,Young,2002
Kellie Coffey ,true ,14 ,When You Lie Next To Me,2002
Rascal Flatts ,true ,15 ,I'm Movin' On,2002
Trick Pony ,true ,16 ,Just What I Do,2002
Brooks &amp; Dunn ,true ,17 ,My Heart Is Lost To You,2002
Tammy Cochran ,true ,18 ,I Cry,2002
Martina McBride ,true ,19 ,Blessed,2002
Chris Cagle ,true ,20 ,I Breathe In, I Breathe Out,2002
Darryl Worley ,true ,21 ,I Miss My Friend,2002
Andy Griggs ,true ,22 ,Tonight I Wanna Be Your Man,2002
Willie Nelson Duet With Lee Ann Womack ,true ,23 ,Mendocino County Line,2002
Trace Adkins ,true ,24 ,Help Me Understand,2002
Sara Evans ,true ,25 ,I Keep Looking,2002
Brad Martin ,true ,26 ,Before I Knew Better,2002
Mark Chesnutt ,true ,27 ,She Was,2002
Shannon Lawson ,true ,28 ,Goodbye On A Bad Day,2002
Tracy Byrd ,true ,29 ,Ten Rounds With Jose Cuervo,2002
Blake Shelton ,true ,30 ,Ol' Red,2002
Kenny Chesney ,true ,31 ,The Good Stuff,2002
Joe Nichols ,true ,32 ,The Impossible,2002
Diamond Rio ,true ,33 ,Beautiful Mess,2002
Little Big Town ,true ,34 ,Don't Waste My Time,2002
SHeDAISY ,true ,35 ,Get Over Yourself,2002
Cyndi Thomson ,true ,36 ,I'm Gone,2002
Brett James ,true ,37 ,Chasin' Amy,2002
Pinmonkey ,true ,38 ,Barbed Wire And Roses,2002
Phil Vassar ,true ,39 ,American Child,2002
Martina McBride ,true ,40 ,Where Would You Be,2002
Toby Keith ,true ,41 ,Courtesy Of The Red, White And Blue (The Angry American),2002
Hometown News ,true ,42 ,Minivan,2002
Anthony Smith ,true ,43 ,If That Ain't Country,2002
Jo Dee Messina ,true ,44 ,Dare To Dream,2002
Sixwire ,true ,45 ,Look At Me Now,2002
Garth Brooks Duet With Trisha Yearwood ,true ,46 ,Squeeze Me In,2002
Chris Cagle ,true ,47 ,Country By The Grace Of God,2002
Marie Sisters ,true ,48 ,Real Bad Mood,2002
Kenny Rogers ,true ,49 ,Harder Cards,2002
Aaron Tippin ,true ,50 ,I'll Take Love Over Money,2002
Diamond Rio ,true ,1 ,I Believe,2003
Randy Travis ,true ,2 ,Three Wooden Crosses,2003
Keith Urban ,true ,3 ,Raining On Sunday,2003
Chris Cagle ,true ,4 ,What A Beautiful Day,2003
Toby Keith Duet With Willie Nelson ,true ,5 ,Beer For My Horses,2003
Rascal Flatts ,true ,6 ,Love You Out Loud,2003
Darryl Worley ,true ,7 ,Have You Forgotten?,2003
Lonestar ,true ,8 ,My Front Porch Looking In,2003
Tim McGraw ,true ,9 ,She's My Kind Of Rain,2003
Kenny Chesney ,true ,10 ,Big Star,2003
Jimmy Wayne ,true ,11 ,Stay Gone,2003
Craig Morgan ,true ,12 ,Almost Home,2003
Montgomery Gentry ,true ,13 ,Speed,2003
Jeff Bates ,true ,14 ,The Love Song,2003
Brooks &amp; Dunn ,true ,15 ,Red Dirt Road,2003
Joe Nichols ,true ,16 ,Brokenheartsville,2003
Tracy Byrd ,true ,17 ,The Truth About Men,2003
Alan Jackson ,true ,18 ,That'd Be Alright,2003
George Strait ,true ,19 ,Tell Me Something Bad About Tulsa,2003
Jessica Andrews ,true ,20 ,There's More To Me Than You,2003
Brad Paisley ,true ,21 ,Celebrity,2003
Jo Dee Messina ,true ,22 ,Was That My Life,2003
Shania Twain ,true ,23 ,Forever And For Always,2003
Brian McComas ,true ,24 ,99.9% Sure (I've Never Been Here Before),2003
Trace Adkins ,true ,25 ,Then They Do,2003
Sara Evans ,true ,26 ,Backseat Of A Greyhound Bus,2003
Wynonna ,true ,27 ,What The World Needs,2003
Dusty Drake ,true ,28 ,One Last Time,2003
Clay Walker ,true ,29 ,A Few Questions,2003
Amy Dalley ,true ,30 ,Love's Got An Attitude (It Is What It Is),2003
Mark Wills ,true ,31 ,When You Think Of Me,2003
Dierks Bentley ,true ,32 ,What Was I Thinkin',2003
Garth Brooks ,true ,33 ,Why Ain't I Running,2003
Joe Nichols ,true ,34 ,She Only Smokes When She Drinks,2003
Vince Gill ,true ,35 ,Someday,2003
Terri Clark ,true ,36 ,Three Mississippi,2003
Buddy Jewell ,true ,37 ,Help Pour Out The Rain (Lacey's Song),2003
Blake Shelton ,true ,38 ,Heavy Liftin',2003
Travis Tritt ,true ,39 ,Country Ain't Country,2003
Kenny Chesney ,true ,40 ,No Shoes, No Shirt, No Problems,2003
Emerson Drive ,true ,41 ,Only God (Could Stop Me Loving You),2003
Faith Hill ,true ,42 ,You're Still Here,2003
The Warren Brothers ,true ,43 ,Hey Mr. President,2003
Aaron Lines ,true ,44 ,Love Changes Everything,2003
Rushlow ,true ,45 ,I Can't Be Your Friend,2003
LeAnn Rimes ,true ,46 ,Suddenly,2003
Billy Currington ,true ,47 ,Walk A Little Straighter,2003
Tim McGraw ,true ,48 ,Real Good Man,2003
Sammy Kershaw ,true ,49 ,I Want My Money Back,2003
Jennifer Hanson ,true ,50 ,This Far Gone,2003
Gretchen Wilson ,true ,1 ,Redneck Woman,2004
John Michael Montgomery ,true ,2 ,Letters From Home,2004
Rascal Flatts ,true ,3 ,Mayberry,2004
Tracy Lawrence ,true ,4 ,Paint Me A Birmingham,2004
Keith Urban ,true ,5 ,You'll Think Of Me,2004
George Strait ,true ,6 ,Desperately,2004
Kenny Chesney &amp; Uncle Kracker ,true ,7 ,When The Sun Goes Down,2004
Montgomery Gentry ,true ,8 ,If You Ever Stop Loving Me,2004
Lonestar ,true ,9 ,Let's Be Us Again,2004
Toby Keith ,true ,10 ,Whiskey Girl,2004
Brooks &amp; Dunn ,true ,11 ,That's What She Gets For Loving Me,2004
David Lee Murphy ,true ,12 ,Loco,2004
Clay Walker ,true ,13 ,I Can't Sleep,2004
SHeDAISY ,true ,14 ,Passenger Seat,2004
Reba McEntire ,true ,15 ,Somebody,2004
Billy Currington ,true ,16 ,I Got A Feelin',2004
Brad Paisley Featuring Alison Krauss ,true ,17 ,Whiskey Lullaby,2004
Shania Twain ,true ,18 ,It Only Hurts When I'm Breathing,2004
Josh Gracin ,true ,19 ,I Want To Live,2004
Joe Diffie ,true ,20 ,Tougher Than Nails,2004
Emerson Drive ,true ,21 ,Last One Standing,2004
Andy Griggs ,true ,22 ,She Thinks She Needs Me,2004
Kenny Chesney ,true ,23 ,I Go Back,2004
Terri Clark ,true ,24 ,Girls Lie Too,2004
Rachel Proctor ,true ,25 ,Me And Emily,2004
Martina McBride ,true ,26 ,How Far,2004
Lee Ann Womack ,true ,27 ,The Wrong Girl,2004
Jeff Bates ,true ,28 ,I Wanna Make You Cry,2004
Joe Nichols ,true ,29 ,If Nobody Believed In You,2004
Trent Willmon ,true ,30 ,Beer Man,2004
Big &amp; Rich ,true ,31 ,Save A Horse (Ride A Cowboy),2004
Amy Dalley ,true ,32 ,Men Don't Change,2004
Trace Adkins ,true ,33 ,Rough &amp; Ready,2004
Billy Dean ,true ,34 ,Thank God I'm A Country Boy,2004
Julie Roberts ,true ,35 ,Break Down Here,2004
Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith &amp; George Strait ,true ,36 ,Hey Good Lookin',2004
The Jenkins ,true ,37 ,Blame It On Mama,2004
Hank Williams Jr. ,true ,38 ,Why Can't We All Just Get A Long Neck?,2004
Blake Shelton ,true ,39 ,When Somebody Knows You That Well,2004
Chely Wright ,true ,40 ,Back Of The Bottom Drawer,2004
Phil Vassar ,true ,41 ,In A Real Love,2004
Sara Evans ,true ,42 ,Suds In The Bucket,2004
Jimmy Wayne ,true ,43 ,You Are,2004
Josh Turner ,true ,44 ,What It Ain't,2004
Craig Morgan ,true ,45 ,Look At Us,2004
Brad Cotter ,true ,46 ,I Meant To,2004
Rodney Atkins ,true ,47 ,Someone To Share It With,2004
Travis Tritt ,true ,48 ,The Girl's Gone Wild,2004
Rushlow ,true ,49 ,Sweet Summer Rain,2004
Dierks Bentley ,true ,50 ,How Am I Doin',2004
Keith Urban ,true ,1 ,Making Memories Of Us,2005
Gretchen Wilson ,true ,2 ,Homewrecker,2005
Jo Dee Messina ,true ,3 ,My Give A Damn's Busted,2005
Joe Nichols ,true ,4 ,What's A Guy Gotta Do,2005
Dierks Bentley ,true ,5 ,Lot Of Leavin' Left To Do,2005
Trace Adkins ,true ,6 ,Songs About Me,2005
Rascal Flatts ,true ,7 ,Fast Cars And Freedom,2005
Craig Morgan ,true ,8 ,That's What I Love About Sunday,2005
George Strait ,true ,9 ,You'll Be There,2005
Andy Griggs ,true ,10 ,If Heaven,2005
Kenny Chesney ,true ,11 ,Anything But Mine,2005
Montgomery Gentry ,true ,12 ,Gone,2005
Brooks &amp; Dunn ,true ,13 ,It's Getting Better All The Time,2005
Sugarland ,true ,14 ,Something More,2005
Sugarland ,true ,15 ,Baby Girl,2005
Darryl Worley ,true ,16 ,If Something Should Happen,2005
Kenny Chesney ,true ,17 ,Keg In The Closet,2005
Jeff Bates ,true ,18 ,Long, Slow Kisses,2005
Tim McGraw ,true ,19 ,Drugs Or Jesus,2005
Blake Shelton ,true ,20 ,Goodbye Time,2005
Bobby Pinson ,true ,21 ,Don't Ask Me How I Know,2005
Big &amp; Rich ,true ,22 ,Big Time,2005
Keith Anderson ,true ,23 ,Pickin' Wildflowers,2005
Toby Keith ,true ,24 ,As Good As I Once Was,2005
Alan Jackson ,true ,25 ,The Talkin' Song Repair Blues,2005
Lonestar ,true ,26 ,Class Reunion (That Used To Be Us),2005
Faith Hill ,true ,27 ,Mississippi Girl,2005
SHeDAISY ,true ,28 ,Don't Worry 'Bout A Thing,2005
Reba McEntire ,true ,29 ,My Sister,2005
Pat Green ,true ,30 ,Baby Doll,2005
Van Zant ,true ,31 ,Help Somebody,2005
Brad Paisley ,true ,32 ,Alcohol,2005
Trick Pony ,true ,33 ,It's A Heartache,2005
Toby Keith ,true ,34 ,Honkytonk U,2005
Trisha Yearwood ,true ,35 ,Georgia Rain,2005
Buddy Jewell ,true ,36 ,If She Were Any Other Woman,2005
Jamie O'Neal ,true ,37 ,Somebody's Hero,2005
LeAnn Rimes ,true ,38 ,Probably Wouldn't Be This Way,2005
Sara Evans ,true ,39 ,A Real Fine Place To Start,2005
Hanna-McEuen ,true ,40 ,Something Like A Broken Heart,2005
Josh Gracin ,true ,41 ,Stay With Me (Brass Bed),2005
Aaron Lines ,true ,42 ,Waitin' On The Wonderful,2005
Jason Aldean ,true ,43 ,Hicktown,2005
Hot Apple Pie ,true ,44 ,Hillbillies,2005
Miranda Lambert ,true ,45 ,Bring Me Down,2005
Shooter Jennings Featuring George Jones ,true ,46 ,4th Of July,2005
Ryan Shupe &amp; The RubberBand ,true ,47 ,Dream Big,2005
Travis Tritt ,true ,48 ,I See Me,2005
Lee Ann Womack ,true ,49 ,He Oughta Know That By Now,2005
Neal McCoy ,true ,50 ,Billy's Got His Beer Goggles On,2005
Jason Aldean ,true ,1 ,Why,2006
Dierks Bentley ,true ,2 ,Settle For A Slowdown,2006
LeAnn Rimes ,true ,3 ,Something's Gotta Give,2006
Jack Ingram ,true ,4 ,Wherever You Are,2006
Tim McGraw ,true ,5 ,When The Stars Go Blue,2006
Faith Hill ,true ,6 ,The Lucky One,2006
Phil Vassar ,true ,7 ,Last Day Of My Life,2006
Kenny Chesney ,true ,8 ,Summertime,2006
Rascal Flatts ,true ,9 ,What Hurts The Most,2006
Bon Jovi Duet With Jennifer Nettles ,true ,10 ,Who Says You Can't Go Home,2006
Joe Nichols ,true ,11 ,Size Matters (Someday),2006
Brad Paisley ,true ,12 ,The World,2006
Keith Anderson ,true ,13 ,Every Time I Hear Your Name,2006
George Strait ,true ,14 ,The Seashores Of Old Mexico,2006
Carrie Underwood ,true ,15 ,Don't Forget To Remember Me,2006
Craig Morgan ,true ,16 ,I Got You,2006
Toby Keith ,true ,17 ,A Little Too Late,2006
Rascal Flatts ,true ,18 ,Me And My Gang,2006
Gary Allan ,true ,19 ,Life Ain't Always Beautiful,2006
Rodney Atkins ,true ,20 ,If You're Going Through Hell (Before The Devil Even Knows),2006
Little Big Town ,true ,21 ,Bring It On Home,2006
Kenny Rogers ,true ,22 ,I Can't Unlove You,2006
Eric Church ,true ,23 ,How 'Bout You,2006
Sugarland ,true ,24 ,Down In Mississippi (Up To No Good),2006
Billy Currington ,true ,25 ,Why, Why, Why,2006
Gretchen Wilson Featuring Merle Haggard ,true ,26 ,Politically Uncorrect,2006
Josh Gracin ,true ,27 ,Favorite State Of Mind,2006
Jake Owen ,true ,28 ,Yee Haw,2006
The Wreckers ,true ,29 ,Leave The Pieces,2006
Trent Willmon ,true ,30 ,On Again Tonight,2006
Steve Holy ,true ,31 ,Brand New Girlfriend,2006
Pat Green ,false ,32 ,Feels Just Like It Should,2006
Danielle Peck ,true ,33 ,Findin' A Good Man,2006
Josh Turner ,true ,34 ,Would You Go With Me,2006
Garth Brooks ,true ,35 ,That Girl Is A Cowboy,2006
Megan Mullins ,true ,36 ,Ain't What It Used To Be,2006
Blaine Larsen ,true ,37 ,I Don't Know What She Said,2006
Trace Adkins ,true ,38 ,Swing,2006
Miranda Lambert ,true ,39 ,New Strings,2006
Hank Williams Jr. With Gretchen Wilson, Big &amp; Rich &amp; Van Zant ,true ,40 ,That's How They Do It In Dixie,2006
Neal McCoy ,true ,41 ,The Last Of A Dying Breed,2006
Diamond Rio ,true ,42 ,God Only Cries,2006
Sara Evans ,true ,43 ,Coalmine,2006
Cross Canadian Ragweed ,true ,44 ,This Time Around,2006
Emerson Drive ,true ,45 ,A Good Man,2006
Mark Wills ,true ,46 ,Hank,2006
Big &amp; Rich ,true ,47 ,Never Mind Me,2006
The Lost Trailers ,true ,48 ,Call Me Crazy,2006
Rio Grand ,true ,49 ,Kill Me Now,2006
Dixie Chicks ,true ,50 ,Everybody Knows,2006
Billy Currington ,true ,1 ,Good Directions,2007
Sugarland ,true ,2 ,Settlin',2007
Emerson Drive ,true ,3 ,Moments,2007
Toby Keith ,true ,4 ,High Maintenance Woman,2007
Rascal Flatts ,true ,5 ,Stand,2007
Brad Paisley ,true ,6 ,Ticks,2007
Alan Jackson ,true ,7 ,A Woman's Love,2007
Tracy Lawrence ,true ,8 ,Find Out Who Your Friends Are,2007
Carrie Underwood ,true ,9 ,Wasted,2007
Montgomery Gentry ,true ,10 ,Lucky Man,2007
George Strait ,true ,11 ,Wrapped,2007
Big &amp; Rich ,true ,12 ,Lost In This Moment,2007
Blake Shelton ,true ,13 ,Don't Make Me,2007
Keith Urban ,true ,14 ,I Told You So,2007
Jake Owen ,true ,15 ,Startin' With Me,2007
Jason Aldean ,true ,16 ,Johnny Cash,2007
Tim McGraw ,true ,17 ,Last Dollar (Fly Away),2007
Taylor Swift ,true ,18 ,Teardrops On My Guitar,2007
Bucky Covington ,true ,19 ,A Different World,2007
